Gene,_SCORE_GRP2_,_SCORE_GRP4_,_SCORE_GRP8_,_SCORE_GRP18_,_SCORE_GRP1_,_SCORE_GRP7_,_SCORE_GRP20_,_SCORE_GRP13_,_SCORE_GRP19_,_SCORE_GRP16_,_SCORE_GRP10_,_SCORE_GRP15_,_SCORE_GRP3_,_SCORE_GRP14_,_SCORE_GRP11_,_SCORE_GRP17_,_SCORE_GRP6_,_SCORE_GRP5_,_SCORE_GRP9_,_SCORE_GRP12_,GRP1|6_R-MMU-382551|-6.722|Transport of small molecules,GRP1|19_GO:0006812|-5.696|monoatomic cation transport,GRP1|19_GO:0034220|-4.170|monoatomic ion transmembrane transport,GRP1|19_GO:0098655|-4.117|monoatomic cation transmembrane transport,GRP1|19_GO:0098662|-4.169|inorganic cation transmembrane transport,GRP1|19_GO:0098660|-3.704|inorganic ion transmembrane transport,GRP1|19_GO:1902600|-5.498|proton transmembrane transport,GRP1|19_GO:0030001|-3.271|metal ion transport,GRP1|19_GO:0006813|-2.751|potassium ion transport,GRP1|19_GO:0099003|-9.730|vesicle-mediated transport in synapse,GRP1|19_GO:0099504|-10.314|synaptic vesicle cycle,GRP1|24_mmu04721|-12.056|Synaptic vesicle cycle - Mus musculus (house mouse),GRP1|19_GO:0016050|-4.300|vesicle organization,GRP1|19_GO:0021700|-3.341|developmental maturation,GRP1|19_GO:0016188|-7.759|synaptic vesicle maturation,GRP1|19_GO:0070050|-5.447|neuron cellular homeostasis,GRP1|19_GO:0097401|-4.622|synaptic vesicle lumen acidification,GRP2|19_GO:0048858|-10.330|cell projection morphogenesis,GRP2|19_GO:0120039|-9.349|plasma membrane bounded cell projection morphogenesis,GRP2|19_GO:0048812|-9.409|neuron projection morphogenesis,GRP2|19_GO:0048667|-8.845|cell morphogenesis involved in neuron differentiation,GRP2|19_GO:0061564|-8.217|axon development,GRP2|19_GO:0007409|-6.722|axonogenesis,GRP2|19_GO:0097485|-2.251|neuron projection guidance,GRP2|19_GO:0007411|-2.258|axon guidance,GRP3|19_GO:0098657|-3.912|import into cell,GRP3|19_GO:0006897|-4.097|endocytosis,GRP3|6_R-MMU-112316|-7.756|Neuronal System,GRP3|6_R-MMU-112315|-8.387|Transmission across Chemical Synapses,GRP3|19_GO:0099072|-6.333|regulation of postsynaptic membrane neurotransmitter receptor levels,"GRP3|6_R-MMU-399721|-9.945|Glutamate binding, activation of AMPA receptors and synaptic plasticity",GRP3|6_R-MMU-399719|-9.945|Trafficking of AMPA receptors,GRP3|6_R-MMU-112314|-5.662|Neurotransmitter receptors and postsynaptic signal transmission,GRP3|19_GO:0031503|-3.610|protein-containing complex localization,GRP3|6_R-MMU-9006934|-3.031|Signaling by Receptor Tyrosine Kinases,GRP3|24_mmu05016|-3.630|Huntington disease - Mus musculus (house mouse),GRP3|6_R-MMU-1280218|-2.682|Adaptive Immune System,GRP3|6_R-MMU-5653656|-2.276|Vesicle-mediated transport,GRP3|6_R-MMU-199991|-2.405|Membrane Trafficking,GRP3|6_R-MMU-2132295|-4.639|MHC class II antigen presentation,GRP3|6_R-MMU-373760|-4.597|L1CAM interactions,GRP3|6_R-MMU-437239|-3.953|Recycling pathway of L1,GRP3|24_mmu04144|-2.141|Endocytosis - Mus musculus (house mouse),GRP3|6_R-MMU-166520|-2.967|Signaling by NTRKs,GRP3|6_R-MMU-187037|-3.201|Signaling by NTRK1 (TRKA),GRP3|19_GO:0036465|-4.357|synaptic vesicle recycling,GRP3|19_GO:0140238|-3.098|presynaptic endocytosis,GRP3|19_GO:0048488|-3.223|synaptic vesicle endocytosis,GRP3|6_R-MMU-3858494|-2.412|Beta-catenin independent WNT signaling,GRP3|6_R-MMU-416993|-5.113|Trafficking of GluR2-containing AMPA receptors,GRP4|19_GO:0099177|-8.558|regulation of trans-synaptic signaling,GRP4|19_GO:0050804|-8.566|modulation of chemical synaptic transmission,GRP4|19_GO:0048167|-7.821|regulation of synaptic plasticity,GRP4|19_GO:0050806|-4.423|positive regulation of synaptic transmission,GRP4|19_GO:0060291|-2.526|long-term synaptic potentiation,GRP5|24_mmu05012|-3.905|Parkinson disease - Mus musculus (house mouse),GRP5|24_mmu04922|-7.754|Glucagon signaling pathway - Mus musculus (house mouse),GRP5|24_mmu05200|-3.822|Pathways in cancer - Mus musculus (house mouse),GRP5|24_mmu04020|-5.129|Calcium signaling pathway - Mus musculus (house mouse),GRP5|27_WP553|-6.757|Calcium regulation in cardiac cells,GRP5|24_mmu04925|-7.784|Aldosterone synthesis and secretion - Mus musculus (house mouse),GRP5|24_mmu04911|-8.334|Insulin secretion - Mus musculus (house mouse),GRP5|24_mmu04921|-5.328|Oxytocin signaling pathway - Mus musculus (house mouse),GRP5|24_mmu04916|-5.024|Melanogenesis - Mus musculus (house mouse),GRP5|24_mmu04912|-6.682|GnRH signaling pathway - Mus musculus (house mouse),GRP5|24_mmu04934|-4.017|Cushing syndrome - Mus musculus (house mouse),GRP5|24_mmu04261|-5.279|Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse),GRP5|24_mmu04971|-5.640|Gastric acid secretion - Mus musculus (house mouse),GRP5|27_WP385|-4.175|Myometrial relaxation and contraction pathways,GRP5|24_mmu04750|-3.294|Inflammatory mediator regulation of TRP channels - Mus musculus (house mouse),GRP5|24_mmu04713|-3.745|Circadian entrainment - Mus musculus (house mouse),GRP5|24_mmu04728|-3.220|Dopaminergic synapse - Mus musculus (house mouse),GRP5|24_mmu05031|-3.003|Amphetamine addiction - Mus musculus (house mouse),GRP5|24_mmu05415|-3.427|Diabetic cardiomyopathy - Mus musculus (house mouse),GRP5|6_R-MMU-983712|-5.109|Ion channel transport,GRP5|24_mmu04024|-3.364|cAMP signaling pathway - Mus musculus (house mouse),GRP5|6_R-MMU-936837|-4.780|Ion transport by P-type ATPases,GRP5|6_R-MMU-5578775|-4.845|Ion homeostasis,GRP5|6_R-MMU-5576891|-3.762|Cardiac conduction,GRP5|6_R-MMU-397014|-3.039|Muscle contraction,GRP5|19_GO:0006816|-2.119|calcium ion transport,GRP5|24_mmu05152|-2.769|Tuberculosis - Mus musculus (house mouse),GRP5|24_mmu04148|-2.927|Efferocytosis - Mus musculus (house mouse),GRP5|24_mmu05417|-3.427|Lipid and atherosclerosis - Mus musculus (house mouse),GRP5|24_mmu04217|-3.837|Necroptosis - Mus musculus (house mouse),GRP5|6_R-MMU-3371556|-2.833|Cellular response to heat stress,GRP5|6_R-MMU-3371571|-4.493|HSF1-dependent transactivation,GRP5|6_R-MMU-913531|-2.194|Interferon Signaling,GRP5|6_R-MMU-5683057|-2.935|MAPK family signaling cascades,GRP5|19_GO:0048168|-5.528|regulation of neuronal synaptic plasticity,GRP5|6_R-MMU-5673001|-2.258|RAF/MAP kinase cascade,GRP5|19_GO:1905475|-2.385|regulation of protein localization to membrane,GRP5|6_R-MMU-5684996|-2.222|MAPK1/MAPK3 signaling,GRP5|19_GO:0048169|-3.735|regulation of long-term neuronal synaptic plasticity,GRP5|6_R-MMU-442755|-3.914|Activation of NMDA receptors and postsynaptic events,"GRP5|6_R-MMU-438066|-4.493|Unblocking of NMDA receptors, glutamate binding and activation",GRP5|27_WP539|-2.446|Wnt signaling pathway,GRP5|24_mmu04725|-4.765|Cholinergic synapse - Mus musculus (house mouse),GRP5|24_mmu04720|-4.407|Long-term potentiation - Mus musculus (house mouse),GRP5|24_mmu05205|-2.571|Proteoglycans in cancer - Mus musculus (house mouse),GRP5|24_mmu04360|-2.760|Axon guidance - Mus musculus (house mouse),GRP5|24_mmu05214|-2.914|Glioma - Mus musculus (house mouse),GRP5|6_R-MMU-5673000|-3.914|RAF activation,GRP5|24_mmu04012|-2.756|ErbB signaling pathway - Mus musculus (house mouse),GRP5|24_mmu04722|-2.308|Neurotrophin signaling pathway - Mus musculus (house mouse),GRP6|19_GO:0051046|-4.897|regulation of secretion,GRP6|19_GO:1903530|-5.360|regulation of secretion by cell,GRP6|19_GO:0051047|-3.550|positive regulation of secretion,GRP6|19_GO:1903532|-3.875|positive regulation of secretion by cell,GRP6|6_R-MMU-109582|-4.067|Hemostasis,GRP6|19_GO:1903829|-4.601|positive regulation of protein localization,GRP6|19_GO:0070201|-2.686|regulation of establishment of protein localization,GRP6|19_GO:1904951|-3.177|positive regulation of establishment of protein localization,GRP6|6_R-MMU-372790|-2.871|Signaling by GPCR,GRP6|6_R-MMU-388396|-3.016|GPCR downstream signalling,GRP6|27_WP232|-6.682|G protein signaling pathways,GRP6|24_mmu04730|-7.748|Long-term depression - Mus musculus (house mouse),GRP6|19_GO:0007188|-3.172|adenylate cyclase-modulating G protein-coupled receptor signaling pathway,GRP6|24_mmu05163|-3.117|Human cytomegalovirus infection - Mus musculus (house mouse),GRP6|19_GO:0003013|-2.520|circulatory system process,GRP6|19_GO:0008015|-2.666|blood circulation,GRP6|19_GO:0008217|-3.261|regulation of blood pressure,"GRP6|6_R-MMU-76002|-2.326|Platelet activation, signaling and aggregation",GRP6|24_mmu04270|-3.127|Vascular smooth muscle contraction - Mus musculus (house mouse),"GRP6|24_mmu04928|-3.482|Parathyroid hormone synthesis, secretion and action - Mus musculus (house mouse)",GRP6|6_R-MMU-456926|-3.994|Thrombin signalling through proteinase activated receptors (PARs),GRP6|6_R-MMU-428930|-4.376|Thromboxane signalling through TP receptor,GRP6|6_R-MMU-392518|-3.953|Signal amplification,GRP6|24_mmu04611|-2.259|Platelet activation - Mus musculus (house mouse),GRP6|19_GO:0051223|-2.339|regulation of protein transport,GRP6|19_GO:0090276|-2.942|regulation of peptide hormone secretion,GRP6|19_GO:0050796|-3.278|regulation of insulin secretion,GRP6|19_GO:0002791|-2.908|regulation of peptide secretion,GRP6|19_GO:0090087|-2.894|regulation of peptide transport,GRP6|19_GO:0050708|-2.543|regulation of protein secretion,GRP6|19_GO:0046883|-2.506|regulation of hormone secretion,GRP6|24_mmu04540|-5.345|Gap junction - Mus musculus (house mouse),"GRP6|24_mmu04935|-3.467|Growth hormone synthesis, secretion and action - Mus musculus (house mouse)",GRP6|19_GO:0051222|-2.685|positive regulation of protein transport,GRP6|19_GO:0090277|-2.987|positive regulation of peptide hormone secretion,GRP6|19_GO:0032024|-3.398|positive regulation of insulin secretion,GRP6|19_GO:0002793|-2.947|positive regulation of peptide secretion,GRP6|19_GO:0050714|-2.642|positive regulation of protein secretion,GRP6|19_GO:0046887|-2.587|positive regulation of hormone secretion,GRP6|24_mmu05146|-3.600|Amoebiasis - Mus musculus (house mouse),GRP6|19_GO:1903351|-3.638|cellular response to dopamine,GRP6|19_GO:0007212|-4.219|G protein-coupled dopamine receptor signaling pathway,GRP6|19_GO:1903350|-3.578|response to dopamine,GRP6|6_R-MMU-9856530|-3.549|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,GRP6|19_GO:0071868|-3.520|cellular response to monoamine stimulus,GRP6|19_GO:0071870|-3.520|cellular response to catecholamine stimulus,GRP6|19_GO:0071869|-3.363|response to catecholamine,GRP6|19_GO:0071867|-3.338|response to monoamine,GRP6|6_R-MMU-422356|-3.201|Regulation of insulin secretion,GRP6|6_R-MMU-9855142|-3.098|Cellular responses to mechanical stimuli,GRP6|6_R-MMU-9860931|-3.098|Response of endothelial cells to shear stress,GRP6|6_R-MMU-163685|-2.984|Integration of energy metabolism,GRP6|24_mmu04927|-2.949|Cortisol synthesis and secretion - Mus musculus (house mouse),GRP6|19_GO:1904888|-2.727|cranial skeletal system development,GRP6|24_mmu05142|-2.504|Chagas disease - Mus musculus (house mouse),GRP6|6_R-MMU-416476|-2.626|G alpha (q) signalling events,GRP6|24_mmu04929|-3.118|GnRH secretion - Mus musculus (house mouse),GRP6|24_mmu04915|-3.244|Estrogen signaling pathway - Mus musculus (house mouse),GRP6|24_mmu04726|-2.167|Serotonergic synapse - Mus musculus (house mouse),GRP6|24_mmu04371|-2.141|Apelin signaling pathway - Mus musculus (house mouse),GRP6|24_mmu04071|-2.259|Sphingolipid signaling pathway - Mus musculus (house mouse),GRP6|24_mmu04072|-2.059|Phospholipase D signaling pathway - Mus musculus (house mouse),GRP6|24_mmu04961|-6.089|Endocrine and other factor-regulated calcium reabsorption - Mus musculus (house mouse),GRP6|24_mmu04972|-3.496|Pancreatic secretion - Mus musculus (house mouse),GRP6|24_mmu04970|-2.712|Salivary secretion - Mus musculus (house mouse),GRP6|24_mmu04918|-2.914|Thyroid hormone synthesis - Mus musculus (house mouse),GRP7|19_GO:0007267|-6.169|cell-cell signaling,GRP7|19_GO:0099536|-7.214|synaptic signaling,GRP7|19_GO:0099537|-5.724|trans-synaptic signaling,GRP7|19_GO:0098916|-4.952|anterograde trans-synaptic signaling,GRP7|19_GO:0007268|-4.952|chemical synaptic transmission,GRP7|19_GO:0006836|-5.463|neurotransmitter transport,GRP7|19_GO:0051640|-2.261|organelle localization,GRP7|19_GO:0051656|-2.102|establishment of organelle localization,GRP7|19_GO:0051648|-2.675|vesicle localization,GRP7|19_GO:0051650|-2.813|establishment of vesicle localization,GRP7|19_GO:0016079|-2.984|synaptic vesicle exocytosis,GRP7|19_GO:0016082|-4.433|synaptic vesicle priming,GRP7|19_GO:0140029|-2.914|exocytic process,GRP7|19_GO:0007269|-2.590|neurotransmitter secretion,GRP7|19_GO:0099643|-2.590|signal release from synapse,GRP7|19_GO:0045055|-2.027|regulated exocytosis,GRP7|19_GO:0090174|-2.469|organelle membrane fusion,GRP7|19_GO:0006906|-2.492|vesicle fusion,GRP7|19_GO:0048284|-2.116|organelle fusion,GRP7|19_GO:0061025|-2.012|membrane fusion,GRP8|19_GO:0061024|-6.869|membrane organization,GRP8|19_GO:0006886|-3.872|intracellular protein transport,GRP8|19_GO:0051668|-5.267|localization within membrane,GRP8|19_GO:0072657|-5.864|protein localization to membrane,GRP8|19_GO:1990778|-5.886|protein localization to cell periphery,GRP8|19_GO:0072659|-4.432|protein localization to plasma membrane,GRP8|19_GO:0090150|-3.355|establishment of protein localization to membrane,GRP8|19_GO:0098876|-2.141|vesicle-mediated transport to the plasma membrane,GRP9|19_GO:0043269|-2.454|regulation of monoatomic ion transport,GRP9|19_GO:0010959|-2.810|regulation of metal ion transport,GRP9|19_GO:0051924|-2.060|regulation of calcium ion transport,GRP9|19_GO:0043270|-2.264|positive regulation of monoatomic ion transport,GRP9|19_GO:0051928|-2.124|positive regulation of calcium ion transport,GRP9|19_GO:1990806|-6.762|ligand-gated ion channel signaling pathway,GRP9|19_GO:0007215|-4.879|glutamate receptor signaling pathway,GRP9|19_GO:0035235|-4.079|ionotropic glutamate receptor signaling pathway,GRP10|6_R-MMU-1266738|-5.043|Developmental Biology,GRP10|6_R-MMU-9675108|-6.440|Nervous system development,GRP10|6_R-MMU-422475|-6.453|Axon guidance,GRP10|19_GO:0044089|-3.758|positive regulation of cellular component biogenesis,GRP10|19_GO:0031346|-3.476|positive regulation of cell projection organization,GRP10|19_GO:0060491|-3.391|regulation of cell projection assembly,GRP10|19_GO:0120032|-3.418|regulation of plasma membrane bounded cell projection assembly,GRP10|19_GO:0120034|-3.398|positive regulation of plasma membrane bounded cell projection assembly,GRP10|19_GO:0051489|-3.180|regulation of filopodium assembly,GRP10|6_R-MMU-373755|-3.493|Semaphorin interactions,GRP11|19_GO:0019725|-6.087|cellular homeostasis,GRP11|19_GO:0042391|-3.956|regulation of membrane potential,GRP11|19_GO:0001508|-3.257|action potential,GRP11|19_GO:0055082|-4.238|intracellular chemical homeostasis,GRP11|19_GO:0050801|-3.048|monoatomic ion homeostasis,GRP11|19_GO:0006873|-3.510|intracellular monoatomic ion homeostasis,GRP11|19_GO:0055080|-2.393|monoatomic cation homeostasis,GRP11|19_GO:0030003|-2.780|intracellular monoatomic cation homeostasis,GRP11|19_GO:0098771|-2.698|inorganic ion homeostasis,GRP11|19_GO:0044057|-2.570|regulation of system process,GRP11|19_GO:0006942|-3.887|regulation of striated muscle contraction,GRP11|19_GO:0055117|-4.237|regulation of cardiac muscle contraction,GRP11|19_GO:0006937|-2.860|regulation of muscle contraction,GRP11|19_GO:0008016|-2.587|regulation of heart contraction,GRP11|19_GO:0090257|-2.125|regulation of muscle system process,GRP11|19_GO:1903522|-2.103|regulation of blood circulation,GRP11|19_GO:1903115|-3.439|regulation of actin filament-based movement,GRP11|19_GO:0086004|-3.702|regulation of cardiac muscle cell contraction,GRP11|24_mmu04919|-3.426|Thyroid hormone signaling pathway - Mus musculus (house mouse),GRP12|19_GO:0090407|-2.421|organophosphate biosynthetic process,GRP12|19_GO:1901293|-2.076|nucleoside phosphate biosynthetic process,GRP12|19_GO:0006091|-4.919|generation of precursor metabolites and energy,GRP12|24_mmu01200|-5.900|Carbon metabolism - Mus musculus (house mouse),GRP12|19_GO:0032787|-2.846|monocarboxylic acid metabolic process,GRP12|19_GO:0055086|-3.555|nucleobase-containing small molecule metabolic process,GRP12|19_GO:0006753|-3.680|nucleoside phosphate metabolic process,GRP12|19_GO:0072521|-3.236|purine-containing compound metabolic process,GRP12|19_GO:0005975|-2.850|carbohydrate metabolic process,GRP12|19_GO:0009117|-2.855|nucleotide metabolic process,GRP12|19_GO:0009205|-3.651|purine ribonucleoside triphosphate metabolic process,GRP12|19_GO:0046034|-3.931|ATP metabolic process,GRP12|19_GO:0009199|-3.580|ribonucleoside triphosphate metabolic process,GRP12|19_GO:0009144|-3.570|purine nucleoside triphosphate metabolic process,GRP12|19_GO:0009141|-3.418|nucleoside triphosphate metabolic process,GRP12|19_GO:0009150|-2.867|purine ribonucleotide metabolic process,GRP12|19_GO:0009259|-2.727|ribonucleotide metabolic process,GRP12|19_GO:0019693|-2.673|ribose phosphate metabolic process,GRP12|19_GO:0006163|-2.383|purine nucleotide metabolic process,GRP12|19_GO:0046434|-3.600|organophosphate catabolic process,GRP12|19_GO:1901292|-4.288|nucleoside phosphate catabolic process,GRP12|19_GO:0034655|-2.554|nucleobase-containing compound catabolic process,GRP12|19_GO:0072523|-3.385|purine-containing compound catabolic process,GRP12|19_GO:0016052|-3.372|carbohydrate catabolic process,GRP12|19_GO:0009166|-3.398|nucleotide catabolic process,GRP12|19_GO:0006090|-4.062|pyruvate metabolic process,GRP12|19_GO:0006096|-3.314|glycolytic process,GRP12|19_GO:0006734|-3.803|NADH metabolic process,GRP12|19_GO:0046032|-3.223|ADP catabolic process,GRP12|19_GO:0019674|-3.180|NAD metabolic process,GRP12|19_GO:0009137|-3.138|purine nucleoside diphosphate catabolic process,GRP12|19_GO:0009181|-3.138|purine ribonucleoside diphosphate catabolic process,GRP12|19_GO:0019364|-3.138|pyridine nucleotide catabolic process,GRP12|19_GO:0046031|-3.118|ADP metabolic process,GRP12|19_GO:0009191|-3.059|ribonucleoside diphosphate catabolic process,GRP12|19_GO:0072526|-3.059|pyridine-containing compound catabolic process,GRP12|19_GO:0009134|-3.021|nucleoside diphosphate catabolic process,GRP12|19_GO:0009135|-2.984|purine nucleoside diphosphate metabolic process,GRP12|19_GO:0009179|-2.984|purine ribonucleoside diphosphate metabolic process,GRP12|19_GO:0009185|-2.786|ribonucleoside diphosphate metabolic process,GRP12|19_GO:0009132|-2.712|nucleoside diphosphate metabolic process,GRP12|19_GO:0009154|-2.643|purine ribonucleotide catabolic process,GRP12|19_GO:0009261|-2.528|ribonucleotide catabolic process,GRP12|19_GO:0006195|-2.492|purine nucleotide catabolic process,GRP12|19_GO:0019362|-2.240|pyridine nucleotide metabolic process,GRP12|19_GO:0046496|-2.240|nicotinamide nucleotide metabolic process,GRP12|19_GO:0072524|-2.150|pyridine-containing compound metabolic process,GRP12|24_mmu04066|-4.692|HIF-1 signaling pathway - Mus musculus (house mouse),GRP12|19_GO:0005996|-2.556|monosaccharide metabolic process,GRP12|24_mmu05230|-4.357|Central carbon metabolism in cancer - Mus musculus (house mouse),GRP12|24_mmu00010|-3.040|Glycolysis / Gluconeogenesis - Mus musculus (house mouse),GRP12|27_WP157|-3.439|Glycolysis and gluconeogenesis,GRP12|19_GO:0006006|-2.083|glucose metabolic process,GRP13|19_GO:0031344|-5.696|regulation of cell projection organization,GRP13|19_GO:0120035|-5.787|regulation of plasma membrane bounded cell projection organization,GRP13|19_GO:0010975|-3.665|regulation of neuron projection development,GRP13|19_GO:0051129|-2.818|negative regulation of cellular component organization,GRP13|19_GO:0031345|-2.454|negative regulation of cell projection organization,GRP13|19_GO:0010720|-2.305|positive regulation of cell development,GRP13|19_GO:0051960|-2.225|regulation of nervous system development,GRP13|19_GO:0050767|-2.661|regulation of neurogenesis,GRP13|19_GO:0050905|-3.521|neuromuscular process,GRP13|19_GO:0050885|-2.898|neuromuscular process controlling balance,GRP13|19_GO:0050773|-2.083|regulation of dendrite development,GRP13|19_GO:0048814|-2.540|regulation of dendrite morphogenesis,GRP14|6_R-MMU-8953897|-5.566|Cellular responses to stimuli,GRP14|6_R-MMU-2262752|-3.393|Cellular responses to stress,"GRP14|6_R-MMU-9716542|-2.923|Signaling by Rho GTPases, Miro GTPases and RHOBTB3",GRP14|6_R-MMU-194315|-2.989|Signaling by Rho GTPases,GRP14|24_mmu04145|-3.769|Phagosome - Mus musculus (house mouse),GRP14|24_mmu05132|-3.132|Salmonella infection - Mus musculus (house mouse),GRP14|6_R-MMU-380320|-2.741|Recruitment of NuMA to mitotic centrosomes,GRP14|6_R-MMU-3371497|-3.413|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,GRP14|6_R-MMU-446203|-2.192|Asparagine N-linked glycosylation,GRP14|6_R-MMU-8856688|-2.288|Golgi-to-ER retrograde transport,GRP14|6_R-MMU-6807878|-2.656|COPI-mediated anterograde transport,GRP14|6_R-MMU-199977|-2.091|ER to Golgi Anterograde Transport,GRP14|6_R-MMU-1632852|-2.259|Macroautophagy,GRP14|6_R-MMU-9663891|-2.932|Selective autophagy,GRP14|6_R-MMU-9612973|-2.259|Autophagy,GRP14|24_mmu04962|-3.578|Vasopressin-regulated water reabsorption - Mus musculus (house mouse),GRP15|19_GO:0060627|-5.010|regulation of vesicle-mediated transport,GRP15|19_GO:0030100|-4.221|regulation of endocytosis,GRP15|19_GO:0048259|-5.480|regulation of receptor-mediated endocytosis,GRP15|19_GO:0002090|-5.133|regulation of receptor internalization,GRP15|19_GO:0022411|-2.949|cellular component disassembly,GRP15|19_GO:0032984|-2.075|protein-containing complex disassembly,GRP15|19_GO:0045807|-2.610|positive regulation of endocytosis,GRP15|19_GO:0048260|-3.078|positive regulation of receptor-mediated endocytosis,GRP16|19_GO:0034330|-2.098|cell junction organization,GRP16|19_GO:0050808|-3.020|synapse organization,GRP16|19_GO:0099173|-3.196|postsynapse organization,GRP16|19_GO:0016358|-4.134|dendrite development,GRP16|19_GO:0106027|-4.716|neuron projection organization,GRP16|19_GO:0048813|-4.083|dendrite morphogenesis,GRP16|19_GO:0060996|-5.262|dendritic spine development,GRP16|19_GO:0097061|-3.702|dendritic spine organization,GRP16|19_GO:0060997|-4.556|dendritic spine morphogenesis,GRP17|24_mmu05022|-5.100|Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse),GRP17|24_mmu05010|-3.950|Alzheimer disease - Mus musculus (house mouse),GRP17|24_mmu04022|-5.036|cGMP-PKG signaling pathway - Mus musculus (house mouse),GRP17|24_mmu05017|-2.124|Spinocerebellar ataxia - Mus musculus (house mouse),GRP18|19_GO:0006839|-4.883|mitochondrial transport,GRP18|19_GO:0007005|-2.114|mitochondrion organization,GRP18|19_GO:0007006|-4.841|mitochondrial membrane organization,GRP18|19_GO:0090559|-2.865|regulation of membrane permeability,GRP18|19_GO:0046902|-3.201|regulation of mitochondrial membrane permeability,GRP19|19_GO:0050803|-4.775|regulation of synapse structure or activity,GRP19|19_GO:0050807|-3.922|regulation of synapse organization,GRP19|19_GO:1901888|-2.727|regulation of cell junction assembly,GRP19|19_GO:0051963|-2.534|regulation of synapse assembly,GRP19|19_GO:0022604|-2.071|regulation of cell morphogenesis,GRP20|19_GO:0050890|-4.760|cognition,GRP20|19_GO:0007611|-4.182|learning or memory,GRP20|19_GO:0007612|-4.592|learning,GRP20|19_GO:0008306|-3.294|associative learning,GRP20|19_GO:0007626|-2.914|locomotory behavior,GRP20|19_GO:0035640|-3.413|exploration behavior,GRP20|19_GO:0035641|-4.493|locomotory exploration behavior,_SORT_,_SORT_GRP1_,_SORT_GRP2_,_SORT_GRP3_,_SORT_GRP4_,_SORT_GRP5_,_SORT_GRP6_,_SORT_GRP7_,_SORT_GRP8_,_SORT_GRP9_,_SORT_GRP10_,_SORT_GRP11_,_SORT_GRP12_,_SORT_GRP13_,_SORT_GRP14_,_SORT_GRP15_,_SORT_GRP16_,_SORT_GRP17_,_SORT_GRP18_,_SORT_GRP19_,_SORT_GRP20_
98660,0.0,0.0,0.0,0.0,0.5294117647058824,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1.0,0.25,0.10606060606060606,0.2,0.375,0.2830188679245283,0.4,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.3,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.2,0.1,0.2,0.3,6,6,0,15,0,7,8,17,0,5,0,1,5,0,0,0,0,13,0,0,2
